date,Unnamed: 0,n_sick,calls,n_duty,n_sby,sby_need,dafted,weekday,year,calendarweek,month,quarter,season,Feiertage,schulferien,Sick-ratio,Residuals_calls,rolling_mean_7_calls,rolling_mean_7_Sick-ratio,lag_49_calls,lag_365_calls,lag_49_Sickratio,lag_365_Sickratio,average7days45lag_calls,average7days45lag_Sickratio,Fahrer_benötigt
2016-04-11,10,50,6822,1700,90,0,0,0,2016,15,4,2,1,0,0,0.0294117647058823,123.43948245166736,6668.571428571428,0.0347899159663865,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1364.4
2016-04-12,11,49,6060,1700,90,0,0,1,2016,15,4,2,1,0,0,0.0288235294117647,-624.5430959455459,6500.571428571428,0.0336134453781512,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1212.0
2016-04-13,12,53,5964,1700,90,0,0,2,2016,15,4,2,1,0,0,0.0311764705882352,-773.9002388026893,6425.142857142857,0.0321848739495798,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1192.8
2016-04-14,13,52,5928,1700,90,0,0,3,2016,15,4,2,1,0,0,0.0305882352941176,-769.0605175483332,6385.714285714285,0.0311764705882352,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1185.6
2016-04-15,14,63,7608,1700,90,0,0,4,2016,15,4,2,1,0,0,0.0370588235294117,1022.3210155527116,6384.857142857143,0.0312605042016806,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1521.6
2016-04-16,15,55,6768,1700,90,0,0,5,2016,15,4,2,1,0,0,0.0323529411764705,-13.279067814466885,6536.571428571428,0.0315966386554621,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1353.6
2016-04-17,16,51,7242,1700,90,0,0,6,2016,15,4,2,1,0,0,0.03,842.1652792495124,6627.428571428572,0.031344537815126,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1448.4
2016-04-18,17,59,6768,1700,90,0,0,0,2016,16,4,2,1,0,0,0.0347058823529411,-851.9890889769042,6619.714285714285,0.0321008403361344,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1353.6
2016-04-19,18,57,8676,1700,90,93,3,1,2016,16,4,2,1,0,0,0.0335294117647058,1340.0283326258834,6993.428571428572,0.0327731092436974,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1735.2
2016-04-20,19,53,6270,1700,90,0,0,2,2016,16,4,2,1,0,0,0.0311764705882352,-738.7573816598306,7037.142857142857,0.0327731092436974,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1254.0
2016-04-21,20,63,7818,1700,90,0,0,3,2016,16,4,2,1,0,0,0.0370588235294117,1277.7966253088098,7307.142857142857,0.0336974789915965,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1563.6
2016-04-22,21,68,5712,1700,90,0,0,4,2016,16,4,2,1,0,0,0.04,-597.6789844472875,7036.285714285715,0.0341176470588234,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1142.4
2016-04-23,22,62,5166,1700,90,0,0,5,2016,16,4,2,1,0,0,0.0364705882352941,-665.5647821001807,6807.428571428572,0.0347058823529411,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1033.2
2016-04-24,23,71,4884,1700,90,0,0,6,2016,16,4,2,1,0,0,0.0417647058823529,-715.26329217906,6470.571428571428,0.0363865546218486,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,976.8
2016-04-25,24,72,5880,1700,90,0,0,0,2016,17,4,2,1,0,0,0.0423529411764705,-533.9890889769042,6343.714285714285,0.0374789915966386,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1176.0
2016-04-26,25,65,6576,1700,90,0,0,1,2016,17,4,2,1,0,0,0.038235294117647,-87.97166737411652,6043.714285714285,0.0381512605042016,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1315.2
2016-04-27,26,62,7620,1700,90,0,0,2,2016,17,4,2,1,0,0,0.0364705882352941,1017.5283326258832,6236.571428571428,0.03890756302521,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1524.0
2016-04-28,27,66,6870,1700,90,0,0,3,2016,17,4,2,1,0,0,0.0388235294117647,-103.06051754833328,6101.142857142857,0.0391596638655461,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1374.0
2016-04-29,28,64,7554,1700,90,0,0,4,2016,17,4,2,1,0,0,0.0376470588235294,412.892444124141,6364.285714285715,0.0388235294117646,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1510.8
2016-04-30,29,65,5424,1700,90,0,0,5,2016,17,4,2,1,0,0,0.038235294117647,-1701.8504963858954,6401.142857142857,0.0390756302521008,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1084.8
2016-05-01,30,54,8400,1700,90,34,0,6,2016,17,5,2,1,1,0,0.0317647058823529,1596.450993535227,6903.428571428572,0.0376470588235293,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1680.0
2016-05-02,31,63,7782,1700,90,0,0,0,2016,18,5,2,1,0,0,0.0370588235294117,-142.2748032626189,7175.142857142857,0.0368907563025209,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1556.4
2016-05-03,32,61,7716,1700,90,0,0,1,2016,18,5,2,1,0,0,0.0358823529411764,-173.68595308840275,7338.0,0.0365546218487394,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1543.2
2016-05-04,33,58,8340,1700,90,26,0,2,2016,18,5,2,1,0,0,0.0341176470588235,56.67118976874099,7440.857142857143,0.0362184873949579,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1668.0
2016-05-05,34,57,8064,1700,90,0,0,3,2016,18,5,2,1,1,0,0.0335294117647058,183.2251967373814,7611.428571428572,0.0354621848739495,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1612.8
2016-05-06,35,59,7404,1700,90,0,0,4,2016,18,5,2,1,0,0,0.0347058823529411,-373.9646987330012,7590.0,0.0350420168067226,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1480.8
2016-05-07,36,57,8868,1700,90,131,41,5,2016,18,5,2,1,0,0,0.0335294117647058,1373.578075042676,8082.0,0.0343697478991596,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1773.6
2016-05-08,37,61,6504,1700,90,0,0,6,2016,18,5,2,1,0,0,0.0358823529411764,-446.97757789334446,7811.142857142857,0.0349579831932772,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1300.8
2016-05-09,38,65,7788,1700,90,0,0,0,2016,19,5,2,1,0,0,0.038235294117647,-23.131946119761096,7812.0,0.035126050420168,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1557.6
2016-05-10,39,68,6978,1700,90,0,0,1,2016,19,5,2,1,0,0,0.04,-957.9716673741166,7706.571428571428,0.0357142857142856,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1395.6
2016-05-11,40,61,7512,1700,90,0,0,2,2016,19,5,2,1,0,0,0.0358823529411764,-221.0430959455444,7588.285714285715,0.0359663865546217,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1502.4
2016-05-12,41,55,7434,1700,90,0,0,3,2016,19,5,2,1,0,0,0.0323529411764705,-334.489088976903,7498.285714285715,0.035798319327731,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1486.8
2016-05-13,42,56,8370,1700,90,30,0,4,2016,19,5,2,1,0,0,0.0329411764705882,525.1781584098557,7636.285714285715,0.0355462184873949,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1674.0
2016-05-14,43,50,8136,1700,90,0,0,5,2016,19,5,2,1,0,0,0.0294117647058823,244.720932185534,7531.714285714285,0.0349579831932772,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1627.2
2016-05-15,44,57,7674,1700,90,0,0,6,2016,19,5,2,1,0,0,0.0335294117647058,111.87956496379866,7698.857142857143,0.0346218487394957,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1534.8
2016-05-16,45,52,9048,1700,90,162,72,0,2016,20,5,2,1,1,0,0.0305882352941176,404.5823395945233,7878.857142857143,0.0335294117647058,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1809.6
2016-05-17,46,53,8550,1700,90,63,0,1,2016,20,5,2,1,0,0,0.0311764705882352,288.3140469115981,8103.428571428572,0.0322689075630251,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1710.0
2016-05-18,47,52,8184,1700,90,0,0,2,2016,20,5,2,1,0,0,0.0305882352941176,-14.471667374115896,8199.42857142857,0.0315126050420167,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1636.8
2016-05-19,48,51,8352,1700,90,22,0,3,2016,20,5,2,1,0,0,0.03,450.65376816595295,8330.57142857143,0.0311764705882352,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1670.4
2016-05-20,49,57,5790,1700,90,0,0,4,2016,20,5,2,1,0,0,0.0335294117647058,-1832.821841590144,7962.0,0.0312605042016806,8154.0,8154.0,0.0429411764705882,0.0429411764705882,7392.0,0.0397478991596638,1158.0
2016-05-21,50,56,8382,1700,90,33,0,5,2016,20,5,2,1,0,0,0.0329411764705882,1257.0066464712477,7997.142857142857,0.0317647058823528,8526.0,8154.0,0.0376470588235294,0.0429411764705882,7392.0,0.0397478991596638,1676.4
2016-05-22,51,58,6516,1700,90,0,0,6,2016,20,5,2,1,0,0,0.0341176470588235,-185.5490064647729,7831.714285714285,0.0318487394957982,8088.0,8154.0,0.04,0.0429411764705882,7392.0,0.0397478991596638,1303.2
2016-05-23,52,57,7824,1700,90,0,0,0,2016,21,5,2,1,0,0,0.0335294117647058,204.8680538802389,7656.857142857143,0.0322689075630251,7044.0,8154.0,0.0417647058823529,0.0429411764705882,7314.857142857143,0.0388235294117646,1564.8
2016-05-24,53,55,6312,1700,90,0,0,1,2016,21,5,2,1,0,0,0.0323529411764705,-1335.9716673741166,7337.142857142857,0.0324369747899159,7236.0,8154.0,0.0370588235294117,0.0429411764705882,6912.0,0.0377310924369747,1262.4
2016-05-25,54,49,8196,1700,90,0,0,2,2016,21,5,2,1,0,0,0.0288235294117647,961.814046911598,7338.857142857143,0.0321848739495797,6492.0,8154.0,0.0411764705882352,0.0429411764705882,6700.285714285715,0.0365546218487394,1639.2
2016-05-26,55,46,8124,1700,90,0,0,3,2016,21,5,2,1,0,0,0.0270588235294117,954.653768165954,7306.285714285715,0.0317647058823528,6204.0,8154.0,0.0376470588235294,0.0429411764705882,6668.571428571428,0.0347899159663865,1624.8
2016-05-27,56,50,6084,1700,90,0,0,4,2016,21,5,2,1,0,0,0.0294117647058823,-1102.5361273044296,7348.285714285715,0.0311764705882352,7614.0,8154.0,0.0364705882352941,0.0429411764705882,6500.571428571428,0.0336134453781512,1216.8
2016-05-28,57,50,6174,1700,90,0,0,5,2016,21,5,2,1,0,0,0.0294117647058823,-1076.1362106716092,7032.857142857143,0.0306722689075629,5706.0,8154.0,0.03,0.0429411764705882,6425.142857142857,0.0321848739495798,1234.8
2016-05-29,58,52,6984,1700,90,0,0,6,2016,21,5,2,1,0,0,0.0305882352941176,236.1652792495124,7099.714285714285,0.0301680672268907,6606.0,8154.0,0.0317647058823529,0.0429411764705882,6385.714285714285,0.0311764705882352,1396.8
2016-05-30,59,59,8670,1700,90,93,3,0,2016,22,5,2,1,0,0,0.0347058823529411,947.1537681659536,7220.571428571428,0.0303361344537814,6822.0,8154.0,0.0294117647058823,0.0429411764705882,6384.857142857143,0.0312605042016806,1734.0
2016-05-31,60,59,8004,1700,90,0,0,1,2016,22,5,2,1,0,0,0.0347058823529411,-111.1145245169734,7462.285714285715,0.0306722689075629,6060.0,8154.0,0.0288235294117647,0.0429411764705882,6536.571428571428,0.0315966386554621,1600.8
2016-06-01,61,64,7656,1700,90,0,0,2,2016,22,6,2,2,0,0,0.0376470588235294,-825.3288102312599,7385.142857142857,0.0319327731092436,5964.0,8154.0,0.0311764705882352,0.0429411764705882,6627.428571428572,0.031344537815126,1531.2
2016-06-02,62,63,8298,1700,90,23,0,3,2016,22,6,2,2,0,0,0.0370588235294117,-270.20337469118925,7410.0,0.033361344537815,5928.0,8154.0,0.0305882352941176,0.0429411764705882,6619.714285714285,0.0321008403361344,1659.6
2016-06-03,63,69,8922,1700,90,154,64,4,2016,22,6,2,2,0,0,0.0405882352941176,349.4638726955704,7815.428571428572,0.0349579831932772,7608.0,8154.0,0.0370588235294117,0.0429411764705882,6993.428571428572,0.0327731092436974,1784.4
2016-06-04,64,67,9426,1700,90,253,163,5,2016,22,6,2,2,0,0,0.0394117647058823,830.1495036141065,8280.0,0.0363865546218486,6768.0,8154.0,0.0323529411764705,0.0429411764705882,7037.142857142857,0.0327731092436974,1885.2
2016-06-05,65,61,8514,1700,90,64,0,6,2016,22,6,2,2,0,0,0.0358823529411764,399.8795649637968,8498.57142857143,0.037142857142857,7242.0,8154.0,0.03,0.0429411764705882,7307.142857142857,0.0336974789915965,1702.8
2016-06-06,66,62,9426,1700,90,248,158,0,2016,23,6,2,2,0,0,0.0364705882352941,581.1537681659527,8606.57142857143,0.0373949579831932,6768.0,8154.0,0.0347058823529411,0.0429411764705882,7036.285714285715,0.0341176470588234,1885.2
2016-06-07,67,53,9414,1700,90,236,146,1,2016,23,6,2,2,0,0,0.0311764705882352,824.0283326258834,8808.0,0.0368907563025209,8676.0,8154.0,0.0335294117647058,0.0429411764705882,6807.428571428572,0.0347058823529411,1882.8
2016-06-08,68,50,7260,1700,90,0,0,2,2016,23,6,2,2,0,0,0.0294117647058823,-986.4716673741168,8751.42857142857,0.0357142857142856,6270.0,8154.0,0.0311764705882352,0.0429411764705882,6470.571428571428,0.0363865546218486,1452.0
2016-06-09,69,48,6762,1700,90,0,0,3,2016,23,6,2,2,0,0,0.028235294117647,-1059.6319461197618,8532.0,0.0344537815126049,7818.0,8154.0,0.0370588235294117,0.0429411764705882,6343.714285714285,0.0374789915966386,1352.4
2016-06-10,70,53,7230,1700,90,0,0,4,2016,23,6,2,2,0,0,0.0311764705882352,-397.107555875859,8290.285714285714,0.0331092436974789,5712.0,8154.0,0.04,0.0429411764705882,6043.714285714285,0.0381512605042016,1446.0
2016-06-11,71,51,7710,1700,90,0,0,5,2016,23,6,2,2,0,0,0.03,440.1495036141056,8045.142857142857,0.0317647058823528,5166.0,8154.0,0.0364705882352941,0.0429411764705882,6236.571428571428,0.03890756302521,1542.0
2016-06-12,72,59,6462,1700,90,0,0,6,2016,23,6,2,2,0,0,0.0347058823529411,-565.2632921790582,7752.0,0.0315966386554621,4884.0,8154.0,0.0417647058823529,0.0429411764705882,6101.142857142857,0.0391596638655461,1292.4
2016-06-13,73,66,8790,1700,90,124,34,0,2016,24,6,2,2,0,0,0.0388235294117647,622.2966253088114,7661.142857142857,0.0319327731092436,5880.0,8154.0,0.0423529411764705,0.0429411764705882,6364.285714285715,0.0388235294117646,1758.0
2016-06-14,74,58,8160,1700,90,0,0,1,2016,24,6,2,2,0,0,0.0341176470588235,50.0283326258853,7482.0,0.0323529411764705,6576.0,8154.0,0.038235294117647,0.0429411764705882,6401.142857142857,0.0390756302521008,1632.0
2016-06-15,75,53,8538,1700,90,61,0,2,2016,24,6,2,2,0,0,0.0311764705882352,642.9569040544557,7664.571428571428,0.0326050420168066,7620.0,8154.0,0.0364705882352941,0.0429411764705882,6903.428571428572,0.0376470588235293,1707.6
2016-06-16,76,55,8094,1700,90,0,0,3,2016,24,6,2,2,0,0,0.0323529411764705,276.65376816595386,7854.857142857143,0.0331932773109243,6870.0,8154.0,0.0388235294117647,0.0429411764705882,7175.142857142857,0.0368907563025209,1618.8
2016-06-17,77,54,6918,1700,90,0,0,4,2016,24,6,2,2,0,0,0.0317647058823529,-763.107555875859,7810.285714285715,0.0332773109243697,7554.0,8154.0,0.0376470588235294,0.0429411764705882,7338.0,0.0365546218487394,1383.6
2016-06-18,78,54,6894,1700,90,0,0,5,2016,24,6,2,2,0,0,0.0317647058823529,-693.8504963858944,7693.714285714285,0.0335294117647058,5424.0,8154.0,0.038235294117647,0.0429411764705882,7440.857142857143,0.0362184873949579,1378.8
2016-06-19,79,56,6840,1700,90,0,0,6,2016,24,6,2,2,0,0,0.0329411764705882,-254.1204350362013,7747.714285714285,0.0332773109243697,8400.0,8154.0,0.0317647058823529,0.0429411764705882,7611.428571428572,0.0354621848739495,1368.0
2016-06-20,80,57,8562,1700,90,70,0,0,2016,25,6,2,2,0,0,0.0335294117647058,486.0109110230967,7715.142857142857,0.0325210084033612,7782.0,8154.0,0.0370588235294117,0.0429411764705882,7590.0,0.0350420168067226,1712.4
2016-06-21,81,60,8754,1700,90,111,21,1,2016,25,6,2,2,0,0,0.0352941176470588,834.3140469115981,7800.0,0.032689075630252,7716.0,8154.0,0.0358823529411764,0.0429411764705882,8082.0,0.0343697478991596,1750.8
2016-06-22,82,61,8058,1700,90,0,0,2,2016,25,6,2,2,0,0,0.0358823529411764,182.67118976874008,7731.428571428572,0.033361344537815,8340.0,8154.0,0.0341176470588235,0.0429411764705882,7811.142857142857,0.0349579831932772,1611.6
2016-06-23,83,60,8316,1700,90,24,0,3,2016,25,6,2,2,0,0,0.0352941176470588,436.0823395945245,7763.142857142857,0.0337815126050419,8064.0,8154.0,0.0335294117647058,0.0429411764705882,7812.0,0.035126050420168,1663.2
2016-06-24,84,53,5916,1700,90,0,0,4,2016,25,6,2,2,0,0,0.0311764705882352,-1917.678984447288,7620.0,0.0336974789915965,7404.0,8154.0,0.0347058823529411,0.0429411764705882,7706.571428571428,0.0357142857142856,1183.2
2016-06-25,85,45,7272,1700,90,0,0,5,2016,25,6,2,2,0,0,0.0264705882352941,-245.56478210018065,7674.0,0.0329411764705881,8868.0,8154.0,0.0335294117647058,0.0429411764705882,7588.285714285715,0.0359663865546217,1454.4
2016-06-26,86,48,7794,1700,90,0,0,6,2016,25,6,2,2,0,0,0.028235294117647,909.8795649637976,7810.285714285715,0.0322689075630251,6504.0,8154.0,0.0358823529411764,0.0429411764705882,7498.285714285715,0.035798319327731,1558.8
2016-06-27,87,50,8964,1700,90,143,53,0,2016,26,6,2,2,0,0,0.0294117647058823,1359.4394824516664,7867.714285714285,0.0316806722689075,7788.0,8154.0,0.038235294117647,0.0429411764705882,7636.285714285715,0.0355462184873949,1792.8
2016-06-28,88,44,7788,1700,90,0,0,1,2016,26,6,2,2,0,0,0.0258823529411764,-207.1145245169734,7729.714285714285,0.0303361344537814,6978.0,8154.0,0.04,0.0429411764705882,7531.714285714285,0.0349579831932772,1557.6
2016-06-29,89,44,6600,1700,90,0,0,2,2016,26,6,2,2,0,0,0.0258823529411764,-1274.4716673741175,7521.428571428572,0.02890756302521,7512.0,8154.0,0.0358823529411764,0.0429411764705882,7698.857142857143,0.0346218487394957,1320.0
2016-06-30,90,48,6708,1700,90,0,0,3,2016,26,6,2,2,0,0,0.028235294117647,-1117.9176604054755,7291.714285714285,0.0278991596638654,7434.0,8154.0,0.0323529411764705,0.0429411764705882,7878.857142857143,0.0335294117647058,1341.6
2016-07-01,91,41,8742,1700,90,90,0,4,2016,26,7,3,2,0,0,0.0241176470588235,1082.3210155527129,7695.428571428572,0.0268907563025209,8370.0,8154.0,0.0329411764705882,0.0429411764705882,8103.428571428572,0.0322689075630251,1748.4
2016-07-02,92,40,7116,1700,90,0,0,5,2016,26,7,3,2,0,0,0.0235294117647058,-474.42192495732377,7673.142857142857,0.026470588235294,8136.0,8154.0,0.0294117647058823,0.0429411764705882,8199.42857142857,0.0315126050420167,1423.2
2016-07-03,93,46,8376,1700,90,22,0,6,2016,26,7,3,2,0,0,0.0270588235294117,767.5938506780831,7756.285714285715,0.0263025210084033,7674.0,8154.0,0.0335294117647058,0.0429411764705882,8330.57142857143,0.0311764705882352,1675.2
2016-07-04,94,50,8526,1700,90,56,0,0,2016,27,7,3,2,0,0,0.0294117647058823,-280.2748032626198,7693.714285714285,0.0263025210084032,9048.0,8154.0,0.0305882352941176,0.0429411764705882,7962.0,0.0312605042016806,1705.2
2016-07-05,95,47,8550,1700,90,57,0,1,2016,27,7,3,2,0,0,0.0276470588235294,-283.400238802689,7802.571428571428,0.0265546218487394,8550.0,8154.0,0.0311764705882352,0.0429411764705882,7997.142857142857,0.0317647058823528,1710.0
2016-07-06,96,51,9702,1700,90,292,202,2,2016,27,7,3,2,0,0,0.03,764.6711897687401,8245.714285714286,0.0271428571428571,8184.0,8154.0,0.0305882352941176,0.0429411764705882,7831.714285714285,0.0318487394957982,1940.4
2016-07-07,97,60,8442,1700,90,49,0,3,2016,27,7,3,2,0,0,0.0352941176470588,-220.48908897690484,8493.42857142857,0.0281512605042016,8352.0,8154.0,0.03,0.0429411764705882,7656.857142857143,0.0322689075630251,1688.4
2016-07-08,98,64,9024,1700,90,169,79,4,2016,27,7,3,2,0,0,0.0376470588235294,327.17815840985475,8533.714285714286,0.0300840336134453,5790.0,8154.0,0.0335294117647058,0.0429411764705882,7337.142857142857,0.0324369747899159,1804.8
2016-07-09,99,69,8532,1700,90,76,0,5,2016,27,7,3,2,0,0,0.0405882352941176,73.29236075696156,8736.0,0.0325210084033613,8382.0,8154.0,0.0329411764705882,0.0429411764705882,7338.857142857143,0.0321848739495797,1706.4
2016-07-10,100,70,7374,1700,90,0,0,6,2016,27,7,3,2,0,0,0.0411764705882352,-560.9775778933445,8592.857142857143,0.0345378151260503,6516.0,8154.0,0.0341176470588235,0.0429411764705882,7306.285714285715,0.0317647058823528,1474.8
2016-07-11,101,70,9492,1700,90,269,179,0,2016,28,7,3,2,0,0,0.0411764705882352,494.5823395945233,8730.857142857143,0.0362184873949579,7824.0,8154.0,0.0335294117647058,0.0429411764705882,7348.285714285715,0.0311764705882352,1898.4
2016-07-12,102,52,8130,1700,90,0,0,1,2016,28,7,3,2,0,0,0.0305882352941176,-654.5430959455441,8670.857142857143,0.0366386554621848,6312.0,8154.0,0.0323529411764705,0.0429411764705882,7032.857142857143,0.0306722689075629,1626.0
2016-07-13,103,48,9012,1700,90,151,61,2,2016,28,7,3,2,0,0,0.028235294117647,654.0997611973107,8572.285714285714,0.0363865546218486,8196.0,8154.0,0.0288235294117647,0.0429411764705882,7099.714285714285,0.0301680672268907,1802.4
2016-07-14,104,48,9228,1700,90,194,104,3,2016,28,7,3,2,0,0,0.028235294117647,1256.3680538802382,8684.57142857143,0.0353781512605041,8124.0,8154.0,0.0270588235294117,0.0429411764705882,7220.571428571428,0.0303361344537814,1845.6
2016-07-15,105,54,7626,1700,90,0,0,4,2016,28,7,3,2,0,0,0.0317647058823529,49.46387269556943,8484.857142857143,0.0345378151260503,6084.0,8154.0,0.0294117647058823,0.0429411764705882,7462.285714285715,0.0306722689075629,1525.2
2016-07-16,106,58,6234,1700,90,0,0,5,2016,28,7,3,2,0,0,0.0341176470588235,-966.4219249573238,8156.571428571428,0.0336134453781512,6174.0,8154.0,0.0294117647058823,0.0429411764705882,7385.142857142857,0.0319327731092436,1246.8
2016-07-17,107,63,5592,1700,90,0,0,6,2016,28,7,3,2,0,0,0.0370588235294117,-877.2632921790591,7902.0,0.0330252100840335,6984.0,8154.0,0.0305882352941176,0.0429411764705882,7410.0,0.033361344537815,1118.4
2016-07-18,108,67,7452,1700,90,0,0,0,2016,29,7,3,2,0,0,0.0394117647058823,361.725196737382,7610.571428571428,0.0327731092436974,8670.0,8154.0,0.0347058823529411,0.0429411764705882,7815.428571428572,0.0349579831932772,1490.4
2016-07-19,109,62,6744,1700,90,0,0,1,2016,29,7,3,2,0,0,0.0364705882352941,-507.1145245169743,7412.571428571428,0.0336134453781512,8004.0,8154.0,0.0347058823529411,0.0429411764705882,8280.0,0.0363865546218486,1348.8
2016-07-20,110,69,6870,1700,90,0,0,2,2016,29,7,3,2,0,1,0.0405882352941176,-313.6145245169737,7106.571428571428,0.0353781512605041,7656.0,8154.0,0.0376470588235294,0.0429411764705882,8498.57142857143,0.037142857142857,1374.0
2016-07-21,111,73,6924,1700,90,0,0,3,2016,29,7,3,2,0,1,0.0429411764705882,-170.7748032626186,6777.428571428572,0.0374789915966386,8298.0,8154.0,0.0370588235294117,0.0429411764705882,8606.57142857143,0.0373949579831932,1384.8
